item_id,item_name,category,supplier,price_usd,weight_kg,color,warranty_years,release_year,rating
1340,Tough,Clothing,"King, Arnold and Choi",631.64,0.125,Red,5,2002,4.6
1341,Up,Books,"Johnson, Cooper and Williams",,3.635,Red,1,2017,3.2
1342,No,Books,"Cannon, Sanford and Williams",944.06,5.753,Black,2,2022,1.6
1343,Little,Electronics,Evans-Patrick,337.29,0.888,Black,2,2005,3.9
1344,Court,Books,Vasquez-Huynh,935.48,4.313,,5,2022,
1345,Way,Toys,Bowman-King,251.93,8.271,White,0,,1.6
1346,Word,Books,Ramos-Young,881.22,2.926,White,5,2010,4.7
1347,Product,Books,"Richardson, Burton and Lee",977.11,1.52,Red,2,2010,1.2
,Mrs,Books,"Richardson, Burton and Lee",564.44,8.149,Green,5,2007,1.3
1349,Team,Books,Holt-Robertson,257.43,9.925,Green,3,2022,2.5
1350,Break,Books,Haley-Norton,720.14,5.692,Green,0,2017,2.5
1351,Hour,Books,Navarro-Mitchell,,5.969,Yellow,2,2022,2.3
,Technology,Clothing,Martin-Morgan,490.66,2.386,Green,3,2022,1.5
1353,Maybe,Electronics,,273.91,9.365,Black,5,2004,
1354,Her,Electronics,Lewis LLC,348.1,9.617,Black,0,2004,3.0
1355,Pick,Home & Kitchen,Mccarthy-Shepard,217.5,8.953,Green,0,2019,4.2
1356,Least,Toys,Williams-Burns,756.87,7.951,Yellow,2,2002,4.4
1357,Day,Stationery,"Cannon, Sanford and Williams",913.89,1.469,Yellow,5,2003,1.7
1358,Here,Home & Kitchen,Wilson LLC,643.13,4.189,White,3,2014,2.9
1359,Visit,Books,Holt-Robertson,906.37,5.763,White,,2014,
1360,Another,Stationery,Williams-Barr,954.91,5.677,Black,5,2004,
1361,Case,Home & Kitchen,Wilson LLC,760.65,2.099,White,2,2016,3.0
1362,Before,Home & Kitchen,"Garcia, Dillon and Williams",521.56,0.88,Green,5,2000,2.8
1363,Life,Electronics,"Underwood, Nguyen and Pena",783.68,2.448,Yellow,5,2006,2.1
1364,Everyone,Toys,Haley-Norton,743.13,4.595,White,1,2023,4.6
1365,Court,Stationery,"Garcia, Dillon and Williams",,,Green,5,2012,
1366,Spring,Home & Kitchen,Martin-Morgan,710.58,4.816,Blue,1,2000,3.1
1367,Front,Books,Morales LLC,672.12,2.618,Yellow,5,2009,3.0
1368,Hot,,"Garrett, Warren and Malone",,6.686,Yellow,0,2011,3.6
1369,Beautiful,Books,"Garcia, Dillon and Williams",999.6,3.051,Black,1,2010,4.3
1370,Air,Electronics,Morales LLC,968.24,,Blue,1,2019,1.9
1371,Usually,Clothing,Jones Ltd,198.94,5.252,White,0,2007,1.5
1372,Stock,Books,Nguyen and Sons,91.73,4.158,White,1,,3.3
1373,Practice,Toys,"Phillips, Williams and Montgomery",538.37,0.942,Black,2,2007,4.3
1374,Coach,,,135.38,0.854,Yellow,3,2019,1.7
1375,,Stationery,Ramos-Young,908.63,5.437,Blue,5,2009,2.9
1376,Memory,Toys,Williams-Burns,556.74,3.737,Black,2,2006,2.3
1377,Along,Books,Ramos-Young,938.93,8.449,White,2,2010,4.1
1378,Thing,Stationery,Swanson-Wilson,50.89,4.879,Black,0,2009,1.1
1379,Drop,Stationery,Allen Inc,126.5,2.175,Yellow,1,2015,1.1
1380,Baby,Clothing,"Johnson, Fuller and Curry",236.9,5.445,Black,1,2003,3.9
1381,By,Electronics,"Garcia, Dillon and Williams",346.38,9.651,Green,5,2023,2.4
1382,Without,Clothing,Garcia Inc,217.04,8.249,Green,5,2016,1.9
1383,Break,Books,Anderson-Wright,9.91,0.536,Black,3,2007,1.7
1384,Leave,Home & Kitchen,"Richards, Gutierrez and Turner",981.46,5.984,Green,0,2005,3.2
1385,Direction,,Lee LLC,30.1,4.485,Red,2,,2.4
1386,Attention,Books,Johnson-Macias,688.16,7.371,Green,,2002,4.4
1387,List,Home & Kitchen,Garcia Inc,117.83,5.57,Green,1,2000,3.3
1388,Than,Toys,Ford-Griffith,536.39,4.085,White,0,2014,1.4
1389,Green,Stationery,"Richards, Gutierrez and Turner",,2.851,Red,0,2022,3.5
1390,Spend,Electronics,Navarro-Mitchell,69.66,9.251,Red,2,2015,3.0
1391,Production,Home & Kitchen,Nguyen and Sons,690.45,4.83,White,0,2017,3.1
1392,Spend,Stationery,Haley-Norton,722.72,1.902,Blue,,,4.0
1393,Cultural,Clothing,"Johnson, Fuller and Curry",805.42,3.639,Blue,0,2015,4.1
1394,Brother,Home & Kitchen,"Garrett, Warren and Malone",120.16,2.844,Green,3,2000,1.7
1395,Civil,Toys,"Garcia, Dillon and Williams",682.73,5.091,Yellow,2,2014,4.4
1396,Member,Clothing,Swanson-Wilson,163.17,4.564,Blue,5,2012,1.6
1397,Allow,Books,Carter-Johnson,348.2,4.37,Blue,5,2020,2.0
1398,Region,Stationery,"Richards, Gutierrez and Turner",721.01,8.807,Green,,2009,4.0
1399,Whatever,Clothing,Mccarthy-Shepard,384.02,7.921,,3,2014,3.6
,Catch,Toys,Haley-Norton,694.28,0.555,White,2,2021,2.5
1401,,Stationery,Holt-Robertson,787.09,1.81,Yellow,3,2009,3.0
1402,Itself,Books,"Johnson, Cooper and Williams",648.24,,Green,0,2013,3.1
1403,World,Home & Kitchen,,429.18,9.665,Black,2,2015,1.3
1404,Skin,Clothing,Ramos-Young,376.91,4.506,Black,3,2020,3.9
1405,Shoulder,Home & Kitchen,Garcia Inc,364.87,3.917,Red,3,2014,1.5
1406,Reflect,Home & Kitchen,Alexander-Williamson,773.38,9.971,Green,5,2010,2.8
1407,Part,Clothing,Ramos-Young,488.93,6.254,Yellow,2,2017,2.4
1408,Approach,,Lewis LLC,624.0,8.029,Blue,0,2006,4.0
1409,Instead,Home & Kitchen,"Phillips, Williams and Montgomery",551.22,2.607,Blue,1,2009,1.9
1410,Far,Electronics,Martinez-Lee,7.63,1.574,Green,5,2023,3.4
1411,Thing,Books,Evans-Patrick,250.0,7.875,Yellow,3,2005,1.1
,Main,Electronics,"Cannon, Sanford and Williams",,8.672,White,3,2016,1.6
1413,Foreign,Stationery,Anderson Ltd,571.64,8.097,Yellow,,,2.3
1414,Those,Books,Lewis LLC,608.56,4.143,Black,3,,3.4
1415,Identify,Stationery,Navarro-Mitchell,390.26,1.234,Green,1,2014,4.9
1416,Process,Clothing,"Garcia, Dillon and Williams",771.35,9.562,Red,0,2004,2.6
,Coach,Toys,Anderson Ltd,198.26,2.036,Green,2,2005,4.4
1418,Letter,Clothing,"Richardson, Burton and Lee",904.22,2.845,Green,5,2008,1.2
1419,Compare,Stationery,"Newton, Jimenez and Howard",767.69,6.959,Red,5,2000,3.4
1420,Hair,Books,Alvarez PLC,199.79,1.463,Yellow,0,2003,1.9
1421,Check,Clothing,Ramos-Young,18.27,7.892,White,1,2016,3.8
1422,Edge,Toys,Wilson LLC,126.91,3.39,White,1,2020,4.4
1423,Play,,,584.56,3.31,Black,0,2004,2.5
1424,Top,Home & Kitchen,"Johnson, Cooper and Williams",341.11,7.388,Yellow,5,2010,2.8
1425,,Toys,Ford-Griffith,152.03,0.425,Green,0,2002,3.6
1426,,Toys,Haley-Norton,83.48,7.532,Green,0,2021,4.4
1427,Over,Electronics,"King, Arnold and Choi",195.67,2.096,Red,0,2013,1.5
1428,Thank,Stationery,Allen Inc,118.69,9.263,Red,2,2015,4.9
1429,Scientist,Home & Kitchen,Anderson PLC,265.26,6.366,Blue,5,2002,4.0
1430,Woman,Clothing,Carter-Johnson,135.93,2.181,White,1,2011,2.5
1431,Evening,Books,"Underwood, Nguyen and Pena",48.83,9.646,,2,2006,2.2
1432,Else,Toys,Mccarthy-Shepard,503.43,,White,3,2004,4.2
1433,Act,Stationery,Haley-Norton,259.41,3.447,Red,2,2016,4.0
1434,Ago,Books,"Hahn, Solis and Moore",30.57,5.85,Red,5,2017,1.2
1435,Pretty,Books,Saunders-Cortez,298.54,5.754,Yellow,3,2016,4.9
1436,Hope,Clothing,Ramos-Young,,7.2,Red,5,2015,4.5
1437,Goal,Clothing,Mccarthy-Shepard,352.53,8.054,Blue,5,2008,2.1
1438,Mother,Clothing,Alvarez PLC,435.85,8.74,White,5,2009,3.6
1439,Deep,Clothing,Burnett-Drake,977.7,,,5,2003,1.9
1440,Above,Toys,Holt-Robertson,85.12,2.065,White,1,2009,4.7
1441,Usually,Electronics,,145.66,9.416,Green,1,2000,2.6
1442,Single,Books,"Hahn, Solis and Moore",492.45,3.116,White,0,2009,1.8
1443,Full,Home & Kitchen,Robinson-Morales,784.0,1.272,Red,3,2000,3.4
1444,Price,Electronics,Wilson LLC,130.63,8.818,Black,2,2017,4.2
1445,Exactly,Stationery,Morales LLC,515.62,3.551,Blue,5,2007,1.4
1446,Upon,,Allen Inc,324.95,4.701,Red,3,2010,3.8
1447,Do,Toys,"Underwood, Nguyen and Pena",791.82,5.122,Blue,,2015,2.4
1448,Poor,Clothing,Allen Inc,603.01,1.235,Black,0,2012,
1449,Family,Electronics,"Garrett, Warren and Malone",465.94,0.067,White,3,2005,1.4
1450,Whether,Home & Kitchen,,645.21,8.391,Red,3,2003,2.6
1451,Democratic,Electronics,Anderson Ltd,707.11,2.488,Red,5,2000,5.0
1452,Want,Books,Allen Inc,,9.866,Green,,2019,4.6
1453,Century,Toys,Huang Group,618.55,1.563,Blue,5,2021,2.1
1454,Example,Toys,"Garrett, Warren and Malone",517.64,7.714,Green,3,2023,1.6
1455,Visit,Toys,Anderson-Wright,851.63,1.464,Red,5,2022,3.5
1456,Time,Stationery,Mccarthy-Shepard,919.45,3.104,Red,1,2012,1.8
1457,Indicate,Electronics,,969.64,7.876,Red,3,2005,3.5
1458,Run,Electronics,,499.24,7.279,Yellow,2,,2.7
,Course,Toys,Vasquez-Huynh,225.61,8.207,Black,0,2008,2.6
1460,,Home & Kitchen,Williams-Burns,918.29,7.073,,2,2015,1.7
1461,Attention,Electronics,Ford-Griffith,660.98,3.905,Red,2,2004,1.0
1462,International,Electronics,Alexander-Williamson,458.02,2.375,Green,2,2018,1.4
1463,Who,,Williams-Burns,827.32,8.09,White,5,2018,1.1
1464,Put,Home & Kitchen,Ford-Griffith,348.36,6.349,Red,1,2023,4.1
1465,Billion,Books,Wiley PLC,949.39,0.225,White,5,2001,4.8
1466,Opportunity,Electronics,Evans-Patrick,200.99,2.461,White,0,2004,1.6
1467,Raise,Books,"Richards, Gutierrez and Turner",998.8,4.034,Black,0,2017,1.0
1468,Again,,Huang Group,144.74,4.23,Green,2,2011,4.3
1469,Control,Toys,Navarro-Mitchell,139.88,8.85,Blue,2,2000,3.0
1470,Western,Home & Kitchen,"Garrett, Warren and Malone",591.62,6.63,White,3,2017,3.6
1471,Walk,Home & Kitchen,Flores-King,56.58,6.907,White,2,2008,4.8
1472,Might,Books,,864.68,3.771,Black,5,2005,2.2
1473,Figure,Books,Lee LLC,397.73,0.388,Red,0,2004,2.5
1474,Sister,Electronics,Saunders-Cortez,706.85,4.582,Green,0,2019,3.3
1475,Son,Clothing,Wilson LLC,892.38,0.109,Yellow,0,2004,3.8
1476,Provide,Home & Kitchen,"Phillips, Williams and Montgomery",900.53,1.929,White,1,2009,4.3
1477,Year,Home & Kitchen,Alvarez PLC,623.57,1.369,Black,1,2015,1.3
1478,Similar,Stationery,Evans-Patrick,287.54,8.731,Red,0,2000,1.3
1479,Lead,Home & Kitchen,,983.42,9.083,,5,2004,3.9
1480,Trial,Clothing,"Newton, Jimenez and Howard",210.92,1.328,Blue,1,2006,1.8
1481,None,Clothing,Wiley PLC,79.01,3.723,Black,3,2002,3.9
1482,Structure,Toys,Carter-Johnson,549.94,9.251,Red,0,2013,3.9
1483,Series,Stationery,Navarro-Mitchell,781.54,1.395,Black,1,2002,1.5
1484,Let,Clothing,"Harding, Cruz and Porter",147.65,9.884,Green,1,2003,4.1
1485,Hard,Clothing,Lee LLC,638.32,4.529,Black,2,,2.9
1486,Sometimes,Home & Kitchen,Garcia Inc,591.43,3.293,White,0,2006,4.6
1487,Necessary,Toys,Carter-Johnson,805.47,2.466,Red,3,2015,
1488,Stuff,Home & Kitchen,Swanson-Wilson,372.44,,White,2,2004,4.6
1489,Simple,Electronics,Ford-Griffith,125.21,7.741,Black,1,2016,2.3
1490,Necessary,Electronics,"Phillips, Williams and Montgomery",583.83,,,5,2003,4.0
1491,Five,Toys,Haley-Norton,,7.668,Red,,2009,2.7
1492,Up,Home & Kitchen,"Garrett, Warren and Malone",4.32,5.799,White,3,2003,5.0
1493,Exist,Toys,"Yates, Lee and Pena",890.56,7.05,,,2015,4.5
,,Home & Kitchen,Martinez-Lee,896.05,1.904,Green,2,2010,4.6
1495,Trial,Toys,Allen Inc,386.72,7.282,Red,5,2021,3.5
1496,Hair,Clothing,Robinson-Morales,84.85,3.557,White,3,2002,4.3
1497,,Electronics,Williams-Burns,697.49,6.901,Green,3,2009,3.3
1498,Me,Clothing,Alexander-Williamson,167.41,1.509,Yellow,1,2009,3.4
1499,We,Clothing,Carter-Johnson,576.81,5.728,White,3,2013,
1340,Tough,Clothing,"King, Arnold and Choi",631.64,0.125,Red,5,2002,4.6
1444,Price,Electronics,Wilson LLC,130.63,8.818,Black,2,2017,4.2
1499,We,Clothing,Carter-Johnson,576.81,5.728,White,3,2013,
1344,Court,Books,Vasquez-Huynh,935.48,4.313,,5,2022,
1187,People,Stationery,Lee LLC,875.34,8.843,Blue,2,2022,4.6
1384,Leave,Home & Kitchen,"Richards, Gutierrez and Turner",981.46,5.984,Green,0,2005,3.2
1026,Beat,Home & Kitchen,Garcia Inc,287.87,4.158,Yellow,0,2014,2.1
1390,Spend,Electronics,Navarro-Mitchell,69.66,9.251,Red,2,2015,3.0
1402,Itself,Books,"Johnson, Cooper and Williams",648.24,,Green,0,2013,3.1
,Check,Toys,Mccarthy-Shepard,949.54,3.686,,2,2005,4.7
